"Datenmodell","Kategorie","Tabellenname","Datenfeldname","Datenfeldbezeichnung","Beschreibung","Anmerkung","Datentyp","Anzahl Stellen","Muss / Kann","NULL-/ NA-Werte","Min","Max","Ausprägungen","Verfügbare BJ","DM 1","DM 2","DM 3","BJ 2009","BJ 2010","BJ 2011","BJ 2012","BJ 2013","BJ 2014","BJ 2015","BJ 2016","BJ 2017","BJ 2018","BJ 2019","BJ 2020","BJ 2021","BJ 2022"
"DM3","Versicherte","VERSQDMP","PSID","Periodenübergreifendes Pseudonym","Überjährige Versicherten-ID (Pseudonym). Dient zur Verknüpfung zwischen Tabellen (ein- und überjährig).","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","VarBinary","32","M","FALSE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERSQDMP","DATENMODELL","","Die Daten sind in Abhängigkeit der Berichtsjahre auf unterschiedliche Datenmodelle aufgeteilt. Nicht alle Daten sind in allen Datenmodellen und für alle Berichtsjahre verfügbar oder haben je nach Datenmodell unterschiedliche Spaltennamen.","","numerisch","1","M","FALSE","1","3","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERSQDMP","BJAHR","Berichtsjahr","Berichtsjahr, zu dem die Lieferung gehört, im Format JJJJ","","numerisch","4","M","FALSE","1900","2500","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERSQDMP","VERSQ","Versichertenquartal des Berichtsjahres","Format JJJJQ","","numerisch","5","M","FALSE","….1","….4","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERSQDMP","DMPPROG","Programmkennziffer des Disease-Management-Programms","Programmkennziffer des Disease-Management-Programms, sofern versicherte Person im Quartal daran teilgenommen hat.","Aufgrund von Fehlern in den Daten wurde ein erweiterter Datentyp gewählt.","alphanum.","2","M","FALSE","1","6","01 = Diabetes mellitus Typ 2;
 02 = Brustkrebs;
 03 = Koronare Herzkrankheit;
 04 = Diabetes mellitus Typ 1;
 05 = Asthma bronchiale;
 06 = COPD;
 07 = Chronische Herzinsuffizienz;
 08 = Depression;
 09 = Rückenschmerz;
 10 = Rheumatoide Arthritis;
 11 = Osteoporose","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Versicherte","VERSQDMP","DMPTAGE","Anzahl DMP-Tage","Anzahl der Versichertentage im Quartal mit Teilnahme am strukturierten Behandlungsprogramm gemäß § 137f Abs. 1 SGB V","","numerisch","1..2","M","FALSE","1","92","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","VSID","Einjähriges Pseudonym / Arbeitsnummer des Versicherten","Versicherten-ID zum Berichtjahr (Pseudonym). Dient zur Verknüpfung zwischen Tabellen innerhalb eines Berichtsjahres. Gemäß § 4 Abs. 4 von der Datensammelstelle zum periodenbezogenen Lieferpseudonym erzeugt.","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","numerisch","9","M","FALSE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","PSID","Periodenübergreifendes Pseudonym","Überjährige Versicherten-ID (Pseudonym). Dient zur Verknüpfung zwischen Tabellen (ein- und überjährig).","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","VarBinary","32","M","FALSE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","ABRQ","Abrechnungsquartal","Format JJJJQ","Hiermit ist das Quartal gemeint, in dem die Leistung an den Versicherten erbracht wurde.","numerisch","5","M","FALSE","….1","….4","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","DATENMODELL","","Die Daten sind in Abhängigkeit der Berichtsjahre auf unterschiedliche Datenmodelle aufgeteilt. Nicht alle Daten sind in allen Datenmodellen und für alle Berichtsjahre verfügbar oder haben je nach Datenmodell unterschiedliche Spaltennamen.","","numerisch","1","M","FALSE","1","3","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","BJAHR","Berichtsjahr","Berichtsjahr, zu dem die Lieferung gehört, im Format JJJJ","","numerisch","4","M","FALSE","1900","2500","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","FALLIDAMB","Fall-ID des ambulanten Arztfalls","Technische Fall-ID zur Verknüpfung mit Satzarten AMBDIAG, AMBLEIST und AMBOPS","Die Fall-ID ist eindeutig je Berichtsjahr und Krankenkasse. Da die VSID eindeutig je Berichtsjahr und Krankenkasse ist, sollte eine Verknüpfung über eine Fall-ID auch immer zusätzlich eine Verknüpfung über die VSID beinhalten.","numerisch","1..11","M","FALSE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","SVNR","Vertragsnummer des Selektivvertrags","Vertragsnummer für Verträge im Rahmen der hausarztzentrierten Versorgung und der integrierten Versorgung. Nur bei selektivvertraglichen Fällen: Vertragsnummer nach § 293a Absatz 1 Satz 4 SGB V. 
 Die Vertragsnummer ist ein elfstelliges, alphanumerisches Kennzeichen mit folgendem Aufbau: 
 01. Stelle: Versionskennzeichen 
 02. + 03. Stelle: Rechtsgrundlage 
 04. + 05. Stelle: Regionalkennzeichen 
 06. - 11. Stelle: Fortlaufende Nummer 
 Bei dem Selektivvertrag handelt es sich um einen Direktvertrag zwischen Krankenkassen und einzelnen Leistungserbringern (z. B. Ärzte, Krankenhäusern) oder einer Gemeinschaft von Leistungserbringern. Siehe auch https://www.bundesgesundheitsministerium.de/service/begriffe-von-a-z/s/selektivvertrag.html","Bei dem Selektivvertrag handelt es sich um einen Direktvertrag zwischen Krankenkassen und einzelnen Leistungserbringern (z. B. Ärzte, Krankenhäusern) oder einer Gemeinschaft von Leistungserbringern. Siehe auch https://www.bundesgesundheitsministerium.de/service/begriffe-von-a-z/s/selektivvertrag.html","alphanum.","..25","K","TRUE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","SVTYP","Vertragstyp","","","numerisch","1","K","TRUE","1","2","1 = Hausarztzentrierte Versorgung (§ 73b SGB V); wird auch gewählt, falls der Vertragstyp nicht eindeutig bestimmt werden kann;  
 2 = Integrierte Versorgung (§ 140a SGB V bzw. § 73c SGB V (a. F.))","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","BSNRPSEUDO","Pseudonym der Betriebsstätte des behandelnden Arztes","Pseudonym der Betriebsstätte des behandelnden Arztes.","Die Regionalinformation ist in diesem Pseudonym nicht mehr enthalten, aber dafür wurde eine neue Variable bsnrkv erzeugt, die diese Information enthält.","numerisch","12","K","TRUE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","BSNRKV","Regionalkennzeichen der Betriebsstätte des behandelnden Arztes","KV-Landes- oder Bezirksstellenschlüssel; regionale Zuordnung in Form des Landes- oder Bezirksstellenschlüssels der Kassenärztlichen Vereinigung. 
 Gemäß Anlage 1 der Richtlinie der Kassenärztlichen Bundesvereinigung nach § 75 Absatz 7 SGB V zur Vergabe der Arzt-, Betriebsstätten- sowie der Praxisnetznummern (siehe weiterführende Links).","Codierung siehe https://www.kbv.de/media/sp/Arztnummern_Richtlinie.pdf","numerisch","2","K","TRUE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","BSNRUEBPSEUDO","Pseudonym der Betriebsstätte des überweisenden Arztes","Pseudonym der Betriebsstätte des überweisenden Arztes. 
 Die Regionalinformation ist in diesem Pseudonym nicht mehr enthalten, aber dafür wurde eine neue Variable BSNRUEBKV erzeugt, die diese Information enthält.","","numerisch","12","K","TRUE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","BSNRUEBKV","Regionalkennzeichen der Betriebsstätte des überweisenden Arztes","KV-Landes- oder Bezirksstellenschlüssel; regionale Zuordnung in Form des Landes- oder Bezirksstellenschlüssels der Kassenärztlichen Vereinigung. 
 Gemäß Anlage 1 der Richtlinie der Kassenärztlichen Bundesvereinigung nach § 75 Absatz 7 SGB V zur Vergabe der Arzt-, Betriebsstätten- sowie der Praxisnetznummern (siehe weiterführende Links).","Codierung siehe https://www.kbv.de/media/sp/Arztnummern_Richtlinie.pdf","numerisch","2","K","TRUE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","LANRUEBPSEUDO","Pseudonym des überweisenden Arztes","(periodenübergreifendes) Pseudonym des überweisenden Arztes. 
 Die Regionalinformation ist in diesem Pseudonym nicht mehr enthalten, aber dafür wurde eine neue Variable LANRUEBFG erzeugt, die diese Information enthält.","","numerisch","12","K","TRUE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","LANRUEBFG","Fachgruppe des überweisenden Arztes","Fachgruppenschlüssel; Facharztbezeichnung gemäß Schlüsselverzeichnis.","Die Kodierung bzw. Schlüsseltabelle zu der Facharztgruppe ist unter https://applications.kbv.de/S_BAR2_ARZTNRFACHGRUPPE_V1.03.xhtml zu finden.","numerisch","2","K","TRUE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","INANSPRARTAMB","Art der Inanspruchnahme","","","alphanum.","1","M","FALSE","","","0 = direkt;
 O/1 = Originalschein (Default);
 V/2 = Vertreterschein;
 N/3 = Notfallschein;
 Z/4 = Auftragsleistungen;
 K/5 = Konsiliaruntersuchung;
 M/6 = Mit-/ Weiterbehandlung;
 7 = Abrechnung Verträge nach §§ 73b,c SGB V;
 8 = Abrechnung Verträge nach § 140a SGB V","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","UNFALL","Unfallkennzeichen/BVG","","","numerisch","1","M","FALSE","","","0 = default (kein/e Unfall/-folgen);
 2 = Unfall/-folgen;
 3 = Versorgungsleiden","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","BEHANDARTAMB","Behandlungsart","","","numerisch","1","K","TRUE","1","2","1 = ambulant (default);
 2 = stationär","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","ENTBINDUNGSDAT","Entbindungsdatum","Format JJJJMMTT","","numerisch","8","K","TRUE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","PUNKTZAHL","Punktzahl","Die einzelnen ärztlichen Leistungen, etwa Untersuchungen und Behandlungen, sind im Gebührenverzeichnis mit Ziffern angegeben und mit Punkten bewertet.","Dieser Wert gibt die EBM-Punkte wieder, also die Summe der im einheitlichen Bewertungsmaßstab (der Abrechnungssystematik im ambulanten Bereich) festgelegten Punkte für die in der AMBLEIST für diesen Fall enthaltenen Leistungen. Die Punkte werden mit einem jährlich wechselnden Punktwert in Eurocent ausmultipliziert. 
 Zum Beispiel steht Ziffer 1 für Beratungsleistungen und Ziffer 5 für eine symptombezogene Untersuchung. Leistungen, die aufwendiger sind, weisen dabei eine höhere Punktzahl auf, weniger aufwendigere Leistungen werden mit einer geringen Punktzahl bewertet. Ein Punkt entspricht einem Wert von 5,82873 Cent und muss mit der jeweiligen Punktzahl multipliziert werden, um die zu entrichtende Gebühr zu berechnen. 
 Der Betrag muss zunächst nach dem für das Berichtsjahr jeweiligen Orientierungswert umgerechnet werden. Den aktuell gültigen Orientierungswert findet man unter https://www.kbv.de/html/abrechnung.php.","numerisch","..12(,1)","K","TRUE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","FALLKOAMB","Kosten","In Euro","Um die Gesamtkosten eines ambulanten Falles zu ermitteln müssen die Felder punktzahl (nach Umrechnung in Euro), fallkoamb und dialysesachko aus der Tabelle Ambfall zusammenaddiert werden.","numerisch","..12(,2)","K","TRUE","-999999999","999999999","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","DIALYSESACHKO","Dialysesachkosten","In Euro","","numerisch","..12(,2)","K","TRUE","-999999999","999999999","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","BEGINNDATAMB","Datum des ersten Behandlungstages","Format JJJJMMTT","","numerisch","8","K","TRUE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBFALL","ENDEDATAMB","Datum des letzten Behandlungstages","Format JJJJMMTT","","numerisch","8","K","TRUE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBDIAG","VSID","Einjähriges Pseudonym / Arbeitsnummer des Versicherten","Versicherten-ID zum Berichtjahr (Pseudonym). Dient zur Verknüpfung zwischen Tabellen innerhalb eines Berichtsjahres. Gemäß § 4 Abs. 4 von der Datensammelstelle zum periodenbezogenen Lieferpseudonym erzeugt.","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","numerisch","9","M","FALSE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBDIAG","PSID","Periodenübergreifendes Pseudonym","Überjährige Versicherten-ID (Pseudonym). Dient zur Verknüpfung zwischen Tabellen (ein- und überjährig).","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","VarBinary","32","M","FALSE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBDIAG","DATENMODELL","","Die Daten sind in Abhängigkeit der Berichtsjahre auf unterschiedliche Datenmodelle aufgeteilt. Nicht alle Daten sind in allen Datenmodellen und für alle Berichtsjahre verfügbar oder haben je nach Datenmodell unterschiedliche Spaltennamen.","","numerisch","1","M","FALSE","1","3","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBDIAG","BJAHR","Berichtsjahr","Berichtsjahr, zu dem die Lieferung gehört, im Format JJJJ","","numerisch","4","M","FALSE","1900","2500","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBDIAG","FALLIDAMB","Fall-ID des ambulanten Arztfalls","Technische Fall-ID zur Verknüpfung mit Satzart AMBFALL","Die Fall-ID ist eindeutig je Berichtsjahr und Krankenkasse. Da die VSID eindeutig je Berichtsjahr und Krankenkasse ist, sollte eine Verknüpfung über eine Fall-ID auch immer zusätzlich eine Verknüpfung über die VSID beinhalten.","numerisch","1..11","","FALSE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBDIAG","ICDAMB_CODE","ICD 10 GM Code ohne Punktnotation und Sonderzeichen","ICD 10 GM Code ohne Punktnotation und Sonderzeichen. 
 Im Feld ICDAMB_CODE finden sich die Diagnosen rein alphanumerisch ohne Punkt und ohne Sonderzeichen. Die ICD-Sonderzeichen zum Feld ICDAMB_CODE finden sich im Feld ICDAMB_ZUSATZ. Weitere Hinweise zur Diagnosecodierung sind in den Deutschen Kodierrichtlinien (DKR) aufgeführt.","","alphanum.","3-12","","FALSE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBDIAG","ICDAMB_ZUSATZ","ICD Sonderzeichen","ICD Sonderzeichen","","alphanum.","1..","","TRUE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBDIAG","DIAGSICH","Angaben zur Diagnosesicherheit","","Aufgrund von Fehlern in den Daten wurde ein erweiterter Datentyp gewählt.","alphanum.","1","","TRUE","","","V = Verdachtsdiagnose;
 Z = Zustand nach der betreffenden Diagnose;
 A = ausgeschlossene Diagnose;
 G = gesicherte Diagnose","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBDIAG","DIAGLOKAL","Angaben zur Diagnoselokalisation","","Aufgrund von Fehlern in den Daten wurde ein erweiterter Datentyp gewählt.","alphanum.","1","","TRUE","","","R = rechts;
 L = links;
 B = beidseitig","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBDIAG","DIAGDAT","Diagnosedatum","falls vorhanden; Format JJJJMMDD","","numerisch","8","","TRUE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBLEIST","VSID","Einjähriges Pseudonym / Arbeitsnummer des Versicherten","Versicherten-ID zum Berichtjahr (Pseudonym). Dient zur Verknüpfung zwischen Tabellen innerhalb eines Berichtsjahres. Gemäß § 4 Abs. 4 von der Datensammelstelle zum periodenbezogenen Lieferpseudonym erzeugt.","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","numerisch","9","M","FALSE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBLEIST","PSID","Periodenübergreifendes Pseudonym","Überjährige Versicherten-ID (Pseudonym). Dient zur Verknüpfung zwischen Tabellen (ein- und überjährig).","Im Allgemeinen hat eine natürliche Person (PSID) innerhalb eines Berichtsjahres nur eine VSID. Mehrere VSID existieren nur, wenn diese Person innerhalb des Jahres die Versicherung gewechselt hat.","VarBinary","32","M","FALSE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBLEIST","DATENMODELL","","Die Daten sind in Abhängigkeit der Berichtsjahre auf unterschiedliche Datenmodelle aufgeteilt. Nicht alle Daten sind in allen Datenmodellen und für alle Berichtsjahre verfügbar oder haben je nach Datenmodell unterschiedliche Spaltennamen.","","numerisch","1","M","FALSE","1","3","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBLEIST","BJAHR","Berichtsjahr","Berichtsjahr, zu dem die Lieferung gehört, im Format JJJJ","","numerisch","4","M","FALSE","1900","2500","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBLEIST","FALLIDAMB","Fall-ID des ambulanten Arztfalls","Technische Fall-ID zur Verknüpfung mit Satzart AMBFALL","Die Fall-ID ist eindeutig je Berichtsjahr und Krankenkasse. Da die VSID eindeutig je Berichtsjahr und Krankenkasse ist, sollte eine Verknüpfung über eine Fall-ID auch immer zusätzlich eine Verknüpfung über die VSID beinhalten.","numerisch","1..11","M","FALSE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBLEIST","NBSNRPSEUDO","Pseudonym der Nebenbetriebsstätte des behandelnden Arztes","Pseudonym der Nebenbetriebsstätte des behandelnden Arztes","","numerisch","12","K","TRUE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBLEIST","NBSNRKV","Regionalkennzeichen der Nebenbetriebsstätte des behandelnden Arztes","KV-Landes- oder Bezirksstellenschlüssel; regionale Zuordnung in Form des Landes- oder Bezirksstellenschlüssels der Kassenärztlichen Vereinigung","Codierung siehe https://www.kbv.de/media/sp/Arztnummern_Richtlinie.pdf","numerisch","2","K","TRUE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBLEIST","LANRPSEUDO","Pseudonym des behandelnden Arztes","Pseudonym des behandelnden Arztes","","numerisch","12","K","TRUE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"DM3","Ambulante Fälle","AMBLEIST","LANRFG","Fachgruppe des behandelnden Arztes","Fachgruppenschlüssel; Facharztbezeichnung","","numerisch","2","K","TRUE","","","","2019, 2020, 2021, 2022","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
