"Datenmodell","Kategorie","Tabellenname","Datenfeldname","Datenfeldbezeichnung","Beschreibung","Anmerkung","Datentyp","Anzahl Stellen","Min","Max","Ausprägungen","Verfügbare BJ","DM 3","DM 4","BJ 2019","BJ 2020","BJ 2021","BJ 2022","BJ 2023","BJ 2024"
"DM4","Ambulante Fälle","AMBOPS","OPS","OPS-Kode","","TA EFN Segment 7 Feld 7.1.1
 TA DA Segment 8 Feld 8.2.1","alphanum.","..12","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Ambulante Fälle","AMBOPS","OPSLOKAL","Lokalisation","","TA EFN Segment 7 Feld 7.1.2
 TA DA Segment 8 Feld 8.2.2","alphanum.","1","","","R = rechts;
 L = links;
 B = beidseitig","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Ambulante Fälle","AMBOPS","OPSDAT","Eingriffsdatum","","TA DA Segment 8 Feld 8.2.3","numerisch","8","","","","2019, 2020, 2021, 2022, 2023, 2024","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","ARBNR (bzw: VSID & PSID)","Arbeitsnummer des Versicherten","Gemäß § 4 Abs. 4 von der Datensammelstelle zum periodenbezogenen Lieferpseudonym erzeugt","Satzart VERS","numerisch","9","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","FALLIDAMBV","Fall-ID des vertragsärztlichen bzw. selektivvertraglichen Behandlungsfalls","Technische Fall-ID zur Verknüpfung mit Satzarten AMBDIAGV, AMBLEISTV und AMBOPSV","Durch datenliefernde Stelle erzeugt","numerisch","1..11","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","BSNRPSEUDO","Pseudonym der Betriebsstätte der behandelnden Person/en","","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","BSNRVG","Versorgungsgebiet der Betriebsstätte der behandelnden Person/en","Stellen 1 und 2 der Betriebsstättennnummer, wenn gleich 26, 35, 74 oder 75; sonst NULL","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","BSNRKV","Regionalkennzeichen der Betriebsstätte der behandelnden Person/en","Stellen 3 und 4 der Betriebsstättennnummer, wenn Stellen 1 und 2 gleich 26, 35, 74 oder 75; sonst Stellen 1 und 2","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","BSNRUEBPSEUDO","Pseudonym der Betriebsstätte der überweisenden Person/en","","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","BSNRUEBVB","Versorgungsgebiet der Betriebsstätte der überweisenden Person/en","Stellen 1 und 2 der Betriebsstättennnummer, wenn gleich 26, 35, 74 oder 75; sonst NULL","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","BSNRUEBKV","Regionalkennzeichen der Betriebsstätte der überweisenden Person/en","Stellen 3 und 4 der Betriebsstättennnummer, wenn Stellen 1 und 2 gleich 26, 35, 74 oder 75; sonst Stellen 1 und 2","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","LANRUEBPSEUDO","Pseudonym der lebenslangen Arztnummer der überweisenden Person","","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","LANRUEBFG","Fachgruppe der lebenslangen Arztnummer der überweisenden Person","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","LANRUEBPRUEF","Erfolg Reproduktion Prüfsumme zur lebenslangen Arztnummer der überweisenden Person","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","LANRUEBPSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur lebenslangen Arztnummer der überweisenden Person","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","INANSPRARTAMB","Art der Inanspruchnahme","O = Originalschein (Default)
 V = Vertreterschein
 N = Notfallschein
 Z = Auftragsleistungen
 K = Konsiliaruntersuchung
 M = Mit-/ Weiterbehandlung","TA EFV Segment X Feld 2.3.1","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","BEHANDARTAMB","Behandlungsart","","TA EFV Segment 2 Feld 2.3.3","numerisch","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","ENTBINDUNGSDAT","voraussichtliches Entbindungsdatum","","TA EFV Segment 2 Feld 2.3.4","numerisch","8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","PUNKTZAHL","Punktzahl","","TA EFV Segment 3 Feld 3.2.1","numerisch","..12(,1)","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","FALLKOAMB","Kosten","","TA EFV Segment 3 Feld 3.2.2","numerisch","..12(,2)","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","DIALYSESACHKO","Dialysesachkosten","","TA EFV Segment 3 Feld 3.2.3","numerisch","..12(,2)","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","BEGINNDATAMB","Datum des ersten Behandlungstages","","TA EFV Segment 3 Feld 3.3.1","numerisch","8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBFALLV","ENDEDATAMB","Datum des letzten Behandlungstages","","TA EFV Segment 3 Feld 3.3.2","numerisch","8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBDIAGV","FALLIDAMBV","Fall-ID des vertragsärztlichen bzw. selektivvertraglichen Behandlungsfalls","Technische Fall-ID zur Verknüpfung mit Satzart AMBFALLV","Satzart AMBFALLV Feld 2","numerisch","1..11","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBDIAGV","ICDAMB","Diagnose, kodiert","","TA EFV Segment 4 Feld 4.2.1","alphanum.","..12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBDIAGV","DIAGSICH","Diagnosesicherheit","","TA EFV Segment 4 Feld 4.2.2","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBDIAGV","DIAGLOKAL","Diagnoselokalisation","","TA EFV Segment 4 Feld 4.2.3","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","FALLIDAMBV","Fall-ID des vertragsärztlichen bzw. selektivvertraglichen Behandlungsfalls","Technische Fall-ID zur Verknüpfung mit Satzart AMBFALLV","Satzart AMBFALLV Feld 2","numerisch","1..11","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","NBSNRPSEUDO","Pseudonym der Nebenbetriebsstätte der jeweils behandelnden Person","","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","NBSNRVB","Versorgungsgebiet der Nebenbetriebsstätte der jeweils behandelnden Person","Stellen 1 und 2 der Betriebsstättennnummer, wenn gleich 26, 35, 74 oder 75; sonst NULL","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","NBSNRKV","Regionalkennzeichen der Nebenbetriebsstätte der jeweils behandelnden Person","Stellen 3 und 4 der Betriebsstättennnummer, wenn Stellen 1 und 2 gleich 26, 35, 74 oder 75; sonst Stellen 1 und 2","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","LANRPSEUDO","Pseudonym der jeweils behandelnden Person","","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","LANRFG","Fachgruppe der jeweils behandelnden Person","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","LANRPRUEF","Erfolg Reproduktion Prüfsumme zur jeweils behandelnden Person","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","LANRPSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur jeweils behandelnden Person","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","GONR","Gebührenordnungsnummer","","TA EFV Segment 5 Feld 5.3.1","alphanum.","..12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","GONRDAT","Datum der Gebührenordnungsnummer","","TA EFV Segment 5 Feld 5.3.2","numerisch","8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","MULTIPLIKATOR","Multiplikator","","TA EFV Segment 5 Feld 5.3.3","numerisch","..6","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","AMBLEISTZEIT","Uhrzeit","","TA EFV Segment 5 Feld 5.3.6","alphanum.","4","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","TSVGART","TSVG-Vermittlungs-/Kontakt-Art","","TA EFV Segment 5 Feld 5.3.7","numerisch","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","TSVGDAT","TSVG-Datumsangabe","","TA EFV Segment 5 Feld 5.3.8","numerisch","8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","TSVGARZT","TSVG-Arztgruppe","","TA EFV Segment 5 Feld 5.3.9","alphanum.","..6","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","TSVGBSNRPSEUDO","Pseudonym der (Neben-) Betriebsstätte des Facharztes bei TSVG-Hausarztvermittlung","","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","TSVGBSNRVB","Versorgungsbereich der (Neben-) Betriebsstätte des Facharztes bei TSVG-Hausarztvermittlung","Stellen 1 und 2 der Betriebsstättennnummer, wenn gleich 26, 35, 74 oder 75; sonst NULL","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","TSVGBSNRKV","KV-Landes- oder Bezirksstellenschlüssel; regionale Zuordnung in Form des Landes- oder Bezirksstellenschlüssels der Kassenärztlichen Vereinigung","Stellen 3 und 4 der Betriebsstättennnummer, wenn Stellen 1 und 2 gleich 26, 35, 74 oder 75; sonst Stellen 1 und 2","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBLEISTV","ZWEITMEIN","Zweitmeinungskennung","","TA EFV Segment 5 Feld 5.3.11","alphanum.","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBOPSV","FALLIDAMBV","Fall-ID des vertragsärztlichen bzw. selektivvertraglichen Behandlungsfalls","Technische Fall-ID zur Verknüpfung mit Satzart AMBFALLV","Satzart AMBFALLV Feld 2","numerisch","1..11","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBOPSV","OPS","OPS-Kode","","TA EFV Segment 7 Feld 7.1.1","alphanum.","..12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","Ambulante Fälle","AMBOPSV","OPSLOKAL","Lokalisation","","TA EFV Segment 7 Feld 7.1.2","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","ARBNR (bzw: VSID & PSID)","Arbeitsnummer des Versicherten","Gemäß § 4 Abs. 4 von der Datensammelstelle zum periodenbezogenen Lieferpseudonym erzeugt","Satzart VERS","numerisch","9","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","FALLIDASV","Fall-ID des ASV-Abrechnungsfalls im niedergelassenen Bereich","Technische Fall-ID zur Verknüpfung mit Satzarten ASVDIAG, ASVLEIST, ASVSAK und ASVOPS","Durch datenliefernde Stelle erzeugt","numerisch","1..11","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","LANRPSEUDO","Pseudonym der jeweils behandelnden Person oder Fachgruppe","Lebenslange Arztnummer der jeweils behandelnden Person bzw. bei institutioneller Benennung Fachgruppennummer der jeweils behandelnden Fachgruppe","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","LANRFG","Fachgruppe der jeweils behandelnden Person oder Fachgruppe","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","LANRPRUEF","Erfolg Reproduktion Prüfsumme zur jeweils behandelnden Person oder Fachgruppe","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","LANRPSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur jeweils behandelnden Person oder Fachgruppe","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","BSNRPSEUDO","Pseudonym der behandelnden Person bzw. Fachgruppe","","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","BSNRVB","Versorgungsbereich der behandelnden Person bzw. Fachgruppe","Stellen 1 und 2 der Betriebsstättennnummer, wenn gleich 26, 35, 74 oder 75; sonst NULL","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","BSNRKV","Regionalkennzeichen der behandelnden Person bzw. Fachgruppe","Stellen 3 und 4 der Betriebsstättennnummer, wenn Stellen 1 und 2 gleich 26, 35, 74 oder 75; sonst Stellen 1 und 2","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","ASVBER","Erkrankungs- / Leistungsbereich","","TA ASV Segment 1 Feld 1.2.4","alphanum.","…6","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","BSNRUEBPSEUDO","Pseudonym der überweisenden externen Person","","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","BSNRUEBVB","Versorgungsbereich der überweisenden externen Person","Stellen 1 und 2 der Betriebsstättennnummer, wenn gleich 26, 35, 74 oder 75; sonst NULL","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","BSNRUEBKV","Regionalkennzeichen der überweisenden externen Person","Stellen 3 und 4 der Betriebsstättennnummer, wenn Stellen 1 und 2 gleich 26, 35, 74 oder 75; sonst Stellen 1 und 2","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","LANRUEBPSEUDO","Pseudonym der überweisenden Person","Inkl. Fachgruppennummer KH-Arzt","Durch Datensammelstelle erzeugt","numerisch","12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","LANRUEBFG","Fachgruppe der überweisenden  Person","Stellen 8 und 9 der lebenslangen Arztnummer","Durch Datensammelstelle erzeugt","numerisch","2","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","LANRUEBPRUEF","Erfolg Reproduktion Prüfsumme zur jeweils behandelnden Person oder Fachgruppe","1 = Korrekt (Prüfsumme = Stelle 7 der lebenslangen Arztnummer)
 0 = Nicht korrekt
 NULL = Berechnung fehlgeschlagen","Durch Datensammelstelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","LANRUEBPSEUDOARZTNR","Kennzeichen Pseudo-Arztnummer zur jeweils behandelnden Person oder Fachgruppe","1 = Pseudo-Arztnummer liegt vor
 0 = Sonst","Durch Datensammelstelle gemäß Steuertabelle erzeugt","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","BETRASV","Rechnungsbetrag in Euro","","TA ASV Segment 7 Feld 7.2.1","numerisch","..12(,2)","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","SACHKO","Summe der Sachkosten in Euro","","TA ASV Segment 4 Feld 4.2.1 und 4.2.3 (Summe Sachkosten * Anzahl)","numerisch","..12(,2)","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVFALL","BEGDATASV","Datum des ersten Behandlungstages","","TA ASV Segment 1 Feld 1.3.4","numerisch","8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVDIAG","FALLIDASV","Fall-ID des ASV-Abrechnungsfalls im niedergelassenen Bereich","Technische Fall-ID zur Verknüpfung mit Satzart ASVFALL","Satzart ASVFALL Feld 2","numerisch","1..11","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVDIAG","ICDASV","Diagnose, kodiert","","TA ASV Segment 2 Feld 2.2.1","alphanum.","..12","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVDIAG","DIAGSICH","Diagnosesicherheit","","TA ASV Segment 2 Feld 2.2.2","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVDIAG","DIAGLOKAL","Diagnoselokalisation","","TA ASV Segment 2 Feld 2.2.3","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVDIAG","DIAGART","Diagnoseart","","TA ASV Segment 2 Feld 2.2.5","numerisch","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVLEIST","FALLIDASV","Fall-ID des ASV-Abrechnungsfalls im niedergelassenen Bereich","Technische Fall-ID zur Verknüpfung mit Satzart ASVFALL","Satzart ASVFALL Feld 2","numerisch","1..11","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVLEIST","GONR","Gebührenordnungsnummer","","TA ASV Segment 3 Feld 3.2.1","alphanum.","..7","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVLEIST","GONRDAT","Datum der Gebührenordnungsnummer","","TA ASV Segment 3 Feld 3.2.2","numerisch","8","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVLEIST","MULTIPLIKATOR","Multiplikator","","TA ASV Segment 3 Feld 3.2.3","numerisch","..6","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVOPS","FALLIDASV","Fall-ID des ASV-Abrechnungsfalls im niedergelassenen Bereich","Technische Fall-ID zur Verknüpfung mit Satzart ASVFALL","Satzart ASVFALL Feld 2","numerisch","1..11","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVOPS","OPS","OPS-Kode","","TA ASV Segment 6 Feld 6.2.1","alphanum.","..9","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"DM4","ASV","ASVOPS","OPSLOKAL","Lokalisation","","TA ASV Segment 6 Feld 6.2.2","alphanum.","1","","","","2024","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
